repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
domaindrivendev__Swashbuckle.AspNetCore,,csharp,1,76,298,70,380,1114,1015,99,1692,123,1569,76,298,0,380,439,64,1237,37,389,1023,5,1569,300,2.93158,1,59,6.36566,0.323684,0,12,0.918312,0,9,1.2489,0.918312,0,97,5.35538,1.40844,1,12,0.0406504,1,0.168421,0.168421,10,2,1.01724,0,0,0,0,2,4,0.728571,2,10,5.34286,11,50,0,0,0,3.92105,10,31,2.93158,1,59,3.23788,2,7,40,3.26314,20.0532,34.4877,167.201,1.47627,487.442,0.0557338,393.595,882.465,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dorssel__usbipd-win,,csharp,1,6,93,9,117,582,550,24,805,241,564,6,93,0,117,160,14,823,13,194,681,135,564,134,4.90598,2,29,7.07709,2.05983,1,14,1.1701,1,27,1.76553,1.1701,0,70,5.00792,0.969072,0,7,0.560166,8,0.119658,0.119658,12,1,1,0,0,0,0,2,2,0.555556,3,3,13,45,45,0,0,0,15.5,37,37,4.97436,2,29,3.01375,2,6,32,3.40504,18.0273,33.7364,171.695,1.79918,1768.2,0.0572317,263.638,1370.44,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet-presentations__blazor-workshop,,csharp,1,65,457,6,46,115,106,9,153,9,144,65,457,0,46,51,0,124,4,10,83,4,144,22,2.5,3,6,1.74144,0.195652,0,3,0.721739,0,48,4.46542,0.721739,1,5,0.626208,1.25217,1,3,0.444444,1,0,0,0,,,0,0,0,0,2,2,0.833333,3,3,7.66667,19,19,0,0,0,7.03077,20,20,23.8478,30,66,4.32174,2,9,49,5.9088,19.066,54.9434,286.717,1.28626,915.544,0.0955725,842.206,2453.77,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet-state-machine__stateless,,csharp,1,10,81,9,97,686,615,71,819,74,745,10,81,0,97,143,34,760,98,392,1447,28,745,149,7.07216,3,92,14.2397,0.762887,0,11,2.10933,1,22,2.33767,2.10933,0,218,10.4919,1.08601,0,6,0.378378,15,0.350515,0.350515,5,2,1.11765,0,0,0,0,2,1,0.333333,3,3,10.7778,46,46,0,0,0,8.1,24,28,7.07216,3,92,3.79155,3,8,24,3.66275,16.2634,37.7854,170.102,1.76253,537.853,0.0567008,332.086,1354.95,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__AspNetCore.Docs,,csharp,1,2110,5428,935,2581,5577,4464,1112,6805,1172,5633,2110,5428,0,2585,3211,111,6744,42,500,936,105,5633,919,2.15808,2,34,2.87054,0.4537,0,11,0.167832,0,6,0.496881,0.167832,0,12,0.757594,1.01004,1,7,0.0895904,9,0.0430066,0.0430066,6,2,1.0099,0,0,0,0,2,5,0.699465,2,9,2.66203,6,29,0,0,0,2.57251,5,20,3.92912,2,131,2.37959,1,6,39,2.59575,14.7177,25.5085,121.857,1.21426,283.117,0.040619,245,692.356,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__BenchmarkDotNet,,csharp,1,132,953,129,1686,5430,4657,761,9357,1690,7667,132,953,0,1686,2284,562,7118,588,1088,4136,1479,7667,2086,3.21234,2,69,5.1368,1.00237,0,93,0.761694,0,31,1.50025,0.761694,0,133,3.40105,1.41197,1,512,0.875148,94,0.333333,0.333333,54,4,1.41398,0,0,0,0,2,4,0.922481,1,36,12.938,25,237,0,0,0,7.2197,16,74,3.23072,2,69,1.88766,1,5,74,3.59136,13.1976,24.5652,114.087,1.56202,600.341,0.0380291,284.611,1028.87,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__MQTTnet,,csharp,1,72,446,54,432,1843,1700,143,2131,447,1684,72,446,0,432,511,124,2290,330,1154,3447,189,1684,701,4.2662,2,53,6.4216,1.03472,0,20,1.87032,1,22,2.80705,1.87032,0,169,8.3064,0.913728,1,7,0.422819,137,0.287037,0.287037,37,2,1.08264,0,0,0,0,2,3,0.981481,2,21,8,20,57,0,0,0,6.19444,18,31,4.2662,2,53,2.98101,2,6,28,3.36303,18.8412,34.9182,168.966,2.49013,972.429,0.0563219,417.172,2200.78,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__Open-XML-SDK,,csharp,1,107,718,99,826,4358,3798,476,5877,1048,4829,107,718,0,826,1051,252,5406,444,1786,6087,794,4829,1676,5.17433,2,145,10.6632,1.26877,0,72,1.39674,1,83,2.70888,1.39674,0,196,7.28595,1.10808,1,8,0.757634,97,0.305085,0.305085,19,3,1.41232,0,0,0,0,2,5,0.858586,2,30,8.33333,22,122,0,0,0,6.71028,19,57,5.31114,2,145,24.0142,2,21,5506,131.129,39.6045,157.698,1229.87,2.05605,4470.63,0.409956,1131.55,5297.06,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__aspire,,csharp,1,324,1112,265,1323,4016,3736,277,6581,1382,5199,324,1112,0,1323,1691,349,5398,208,849,3374,848,5199,1030,3.03326,1,52,4.68723,1.0446,0,89,0.840139,0,13,1.29581,0.840139,0,217,4.94097,1.29457,1,10,0.613603,18,0.263794,0.263794,38,4,1.46415,0,0,0,0,2,4,0.898113,2,24,4.8,10,98,0,0,0,3.4321,7,57,3.1096,1,52,3.59537,2,9,94,4.65058,20.5021,38.1646,190.292,1.99013,921.222,0.0634305,451.242,1687.93,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__aspnetcore,,csharp,1,1441,9754,1168,14452,62436,56706,5614,80848,13111,67737,1441,9754,0,14454,19618,5359,75546,5822,35687,80592,11895,67737,17656,4.31221,2,224,9.47851,0.907141,0,97,1.29079,1,49,1.78641,1.29079,0,548,8.31097,1.0849,1,65,0.907253,262,0.370814,0.370814,243,5,1.58394,0,0,0,0,2,8,0.839897,2,67,12.2628,27,367,0,0,0,6.76891,17,122,4.34636,2,224,4.539,3,9,20650,87.9417,20.2723,40.7418,228.389,1.62049,1054.3,0.0761296,441.885,1203.52,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__command-line-api,,csharp,1,46,357,45,448,2308,2065,239,2089,342,1747,46,357,0,448,577,138,2650,278,2109,2736,69,1747,578,5.14286,3,78,8.62886,0.763393,0,11,1.18544,1,28,1.36092,1.18544,0,478,10.9256,0.756932,0,21,0.201754,7,0.308036,0.308036,9,3,1.49254,0,0,0,0,2,4,0.888889,3,16,9.88889,25,57,0,0,0,7.76087,24,40,5.16295,3,78,3.01213,2,7,21,2.97692,16.2237,28.7516,130.329,1.35603,671.294,0.0434432,252.22,600.778,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__csharplang,,csharp,1,1,1,1,3,17,14,2,30,1,29,1,1,0,3,3,0,18,5,8,2,0,29,16,5.33333,5,10,3.68179,0.333333,0,1,0.117647,0,1,0.32219,0.117647,0,2,0.470588,1.70588,2,2,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,3,3,3,0,0,0,1,1,1,5.66667,5,10,0.705882,0,2,4,1.17647,7.5,14.9286,45.3185,1.3772,115.385,0.0151062,68.1143,188.611,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__docfx,,csharp,1,135,748,89,945,3694,3118,540,6203,980,5223,135,748,0,947,1180,234,4674,367,998,3267,288,5223,1332,3.8709,2,70,5.25037,1.03704,0,42,0.884407,0,21,1.44111,0.884407,0,140,4.07721,1.41391,1,11,0.293878,17,0.247619,0.247619,29,3,1.28326,0,0,0,0,2,4,0.820225,2,13,10.5955,29,91,0,0,0,5.54074,12,40,4.57249,3,70,2.87385,1,8,98,4.90889,17.626,39.101,201.008,2.03877,1539.92,0.0670025,453.995,2007.76,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__eShop,,csharp,1,166,520,167,526,1153,929,221,1761,433,1328,166,520,0,526,698,106,1586,48,249,472,61,1328,384,2.18631,1,17,2.92093,0.823194,0,22,0.409367,0,6,0.864035,0.409367,0,13,1.11007,1.15178,1,13,0.140878,4,0.201521,0.201521,31,2,1.11538,0,0,0,0,2,5,0.964072,3,16,3.10778,7,28,0,0,0,3.13253,6,18,2.21293,1,17,2.6869,2,6,19,2.87103,16.1033,28.6103,135.531,1.60425,429.862,0.0451771,287.24,843.633,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__machinelearning,,csharp,1,286,1821,182,5153,26983,21722,3250,58897,11479,47418,286,1821,0,5153,7623,1994,38462,8592,10319,41313,12510,47418,17601,4.84611,2,311,16.3432,2.22763,1,143,1.53108,1,27,1.94153,1.53108,0,1214,15.5438,1.75733,1,26,1.08982,371,0.386959,0.386959,71,7,1.70781,0,0,0,0,2,5,0.945055,2,46,28.3077,63,606,0,0,0,6.36713,14,60,5.2484,2,478,3.58789,2,9,366,5.57036,18.8571,42.7372,213.632,3.69332,2699.57,0.0712105,530.099,4177.73,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__maui,,csharp,1,839,8885,393,10832,44408,37871,6301,64096,13413,50683,839,8885,0,10834,13047,6581,57821,2631,24233,39462,10802,50683,17499,4.07792,2,248,8.11401,1.23828,0,148,0.888624,0,27,1.43924,0.888624,0,500,5.9237,1.1413,1,15,0.805338,452,0.607552,0.607552,1387,8,2.47332,0,0,0,0,2,6,0.926209,2,32,27.542,46,2110,0,0,0,10.59,18,1199,4.41617,2,265,3.03182,2,7,278,4.54044,15.2544,30.5449,141.078,2.25237,945.223,0.047026,335,1520.85,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__msbuild,,csharp,1,178,1976,173,2761,23649,21434,2182,34597,7813,26784,178,1976,0,2761,3471,1229,31462,1742,11582,41698,6099,26784,7803,8.55342,4,250,16.2553,2.82977,1,95,1.7632,1,61,2.24237,1.7632,0,781,11.1282,1.13256,1,36,0.780622,326,0.445129,0.445129,63,10,1.704,0,0,0,0,2,7,0.901734,2,29,15.9191,34,355,0,0,0,11.1011,23,139,8.7193,4,250,3.94089,2,9,138,5.50494,18.7175,39.2551,193.563,2.10199,1230.83,0.064521,463.739,2009.99,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__orleans,,csharp,1,467,2356,359,4725,16487,14292,2114,25687,6167,19520,467,2356,0,4726,5671,2231,22654,1082,2397,14798,6001,19520,7285,3.47153,2,56,4.61815,1.30519,0,123,0.897556,0,21,1.53221,0.897556,0,147,3.6993,1.18396,1,15,0.973083,40,0.472169,0.472169,116,5,1.40152,0,0,0,0,2,4,0.91922,2,41,12.9805,25,356,0,0,0,5.04497,12,95,3.49196,2,56,2.5309,1,6,238,4.35267,13.8246,25.6979,118.572,1.79139,698.45,0.0395239,314.041,1288.37,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__reactive,,csharp,1,319,1381,100,2021,20496,19056,1410,32793,4155,28638,319,1381,0,2021,2862,509,24651,418,5198,28512,1084,28638,2898,10.1267,3,1284,59.6642,2.05591,1,370,1.3911,1,22,1.81519,1.3911,0,2121,31.5167,1.39725,1,19,0.26089,115,0.251856,0.251856,160,3,1.08589,0,0,0,0,2,3,0.45,1,8,20.21,32,620,0,0,0,4.32915,6,145,11.4226,3,1308,3.30099,2,7,151,4.655,17.7753,41.6393,195.318,2.61236,2292.31,0.0651059,422.832,2033.76,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__samples,,csharp,1,1324,2851,536,2672,9151,7499,1642,15747,3463,12284,1324,2851,0,2676,3166,662,12614,264,1218,4550,3271,12284,1160,3.41991,2,111,5.27361,1.29491,0,41,0.497213,0,43,1.20101,0.497213,0,26,1.22122,1.34237,1,14,0.944557,16,0.247754,0.247754,13,3,1.04831,0,0,0,0,2,6,0.643657,1,166,4.8097,9,179,0,0,0,2.15332,3,31,4.07782,2,140,2.36881,1,6,66,3.64841,13.2536,24.3223,109.332,1.94669,738.733,0.0364441,270,1170.43,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnet__winforms,,csharp,1,279,3960,204,4398,47095,44245,2600,64364,9864,54500,279,3960,0,4398,6259,1668,56959,2746,5924,51563,3361,54500,13420,10.6514,3,1077,34.1863,2.24284,0,312,1.09487,1,56,1.64526,1.09487,0,930,9.15778,1.15724,1,15,0.340734,137,0.379263,0.379263,98,6,2.14758,0,0,0,0,2,6,0.897059,2,25,21.2794,36,917,0,0,0,14.1935,30,372,10.8749,3,1077,5.39711,3,13,725,10.1564,18.0334,45.8551,225.439,2.61583,2354.73,0.0751465,497.062,2833.08,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnetcore__CAP,,csharp,1,68,327,86,389,1267,1073,194,2252,529,1723,68,327,0,389,489,144,1796,87,278,633,117,1723,424,3.25707,2,26,3.80512,1.3599,0,19,0.499605,0,11,0.99118,0.499605,0,18,1.4283,1.35991,1,7,0.221172,11,0.37018,0.37018,16,2,1.15,0,0,0,0,2,4,0.918605,2,25,4.52326,8,57,0,0,0,4.80882,10,27,3.34704,2,30,2.55485,2,6,28,2.66625,16.3523,28.6058,137.464,2.09723,916.646,0.0458213,348.837,1731.25,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnetcore__FreeSql,,csharp,1,310,1229,221,4324,17067,15906,1112,18561,1335,17226,310,1229,0,4324,6885,295,18385,838,5657,39571,1394,17226,3193,3.93363,0,168,10.5642,0.306892,0,155,2.31857,2,152,3.4869,2.31857,0,4499,54.8205,1.00932,0,20,1.04419,510,0.0682239,0.0682239,27,2,1.29592,0,0,0,0,2,3,0.909502,1,56,19.1222,65,135,0,0,0,3.96452,6,33,4.02498,0,169,7.4729,2,23,448,15.5277,21.7859,100.708,533.071,4.97878,11911.1,0.17769,1697.78,29239.6,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnetcore__Util,,csharp,1,805,2708,689,2325,14277,12966,1307,12511,3329,9182,805,2708,0,2325,3011,1198,17606,2486,3919,19326,6075,9182,2097,6.13892,3,210,12.0287,1.43183,0,989,1.35365,1,94,1.96996,1.35365,0,2680,25.9631,0.643132,0,10,1.82487,244,0.515269,0.515269,164,7,1.91696,0,0,0,0,2,6,0.992743,2,73,3.37446,8,57,0,0,0,3.36398,7,109,6.47011,3,348,3.82952,3,7,94,5.29678,13.5459,21.8859,92.4678,0.846209,111.647,0.0308226,190.196,253.846,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dotnetcore__WTM,,csharp,1,152,923,113,876,2685,2450,235,3615,608,3007,152,923,0,876,1012,412,3293,129,837,2683,86,3007,827,3.06507,1,39,5.13063,0.694064,0,46,0.999255,1,12,1.25664,0.999255,0,277,8.23337,1.11993,1,13,0.141447,20,0.47032,0.47032,56,3,1.92308,0,0,0,0,2,5,0.973451,3,15,7.75221,17,128,0,0,0,6.07237,11,26,4.15982,1,80,3.06816,2,7,46,4.04686,22.3722,51.2755,279.402,3.16477,3425.8,0.0931341,676.983,3338.32,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
duplicati__duplicati,,csharp,1,39,186,49,247,906,840,66,1849,470,1379,39,186,0,247,335,106,1376,32,128,967,364,1379,214,3.66802,2,61,5.72542,1.90283,0,28,1.06733,0,30,2.04499,1.06733,1,58,2.76826,1.52208,1,13,0.774468,43,0.42915,0.42915,28,3,1.25,0,0,0,0,2,3,0.897959,2,10,4.97959,13,47,0,0,0,4.76923,10,32,3.68016,2,61,3.9106,2,9,60,5.68952,30.4119,71.4155,421.068,4.30454,5728.78,0.140356,1111.8,10845.4,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dvf__blockchain,,csharp,1,4,8,2,6,17,15,2,20,3,17,4,8,0,6,7,0,20,1,5,18,0,17,2,2.83333,1,14,5.01387,0.5,0,3,1.05882,1,5,1.25888,1.05882,1,2,0.725225,1,1,3,0,0,0,0,0,,,0,0,0,0,2,1,0.5,1,1,3,5,5,0,0,0,2,5,5,2.83333,1,14,3.47059,3,5,6,1.49971,16.7333,24.8667,109.195,2.16997,431.13,0.0363984,266.274,2390.04,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
elastic__elasticsearch-net,,csharp,1,161,594,131,816,2834,2224,448,3903,466,3437,161,594,0,816,1039,193,3300,519,662,1729,112,3437,998,3.27451,2,64,4.64348,0.571078,0,19,0.610092,0,9,0.890662,0.610092,0,69,2.91276,1.21277,1,10,0.240343,9,0.23652,0.23652,53,4,1.19372,0,0,0,0,2,4,0.946565,3,22,6.22901,11,179,0,0,0,3.68944,8,48,3.48652,2,64,2.253,1,6,52,3.48196,13.9834,27.1434,116.461,1.60132,438.109,0.0388203,286.621,836.029,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
elsa-workflows__elsa-core,,csharp,1,921,2678,982,2696,6861,5752,1109,12101,1330,10771,921,2678,0,2696,3676,937,8191,735,1607,4442,342,10771,4237,2.54488,2,76,4.17383,0.493323,0,77,0.647427,0,17,1.05359,0.647427,0,102,2.78256,1.56989,1,20,0.257143,22,0.347552,0.347552,76,4,1.44383,0,0,0,0,2,6,0.995927,3,47,2.68839,5,77,0,0,0,2.90771,6,59,2.54822,2,76,2.09984,1,5,52,3.19772,13.7436,26.666,123.485,1.49382,435.639,0.0411616,245,688.038,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
elvirbrk__NoteHighlight2016,,csharp,1,8,16,7,17,88,78,10,138,11,127,8,16,0,17,19,3,99,0,22,48,7,127,11,5.17647,3,29,7.05637,0.647059,0,6,0.545455,0,5,1.08616,0.545455,0,7,1.23315,1.44318,1,7,0.636364,6,0.176471,0.176471,2,1,1,0,0,0,0,2,1,0.285714,1,1,2.42857,8,8,0,0,0,2,6,6,5.17647,3,29,3.60227,1,13,28,5.10913,22.8718,42.9231,230.437,3.03374,2105.32,0.0768124,638.371,3659.63,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
fanliang11__surging,,csharp,1,309,1278,332,1471,6074,5068,963,10491,2399,8092,309,1278,0,1471,1863,533,8473,598,1057,4182,801,8092,2824,4.09993,2,108,6.52331,1.63086,0,50,0.688508,0,16,1.22566,0.688508,0,103,2.21791,1.33224,1,12,0.333889,11,0.362339,0.362339,27,3,1.30083,0,0,0,0,2,9,0.981928,3,31,4.40964,8,106,0,0,0,4.13592,8,42,4.14548,2,108,2.46773,2,6,253,4.16502,14.9872,27.5983,125.586,2.47337,721.077,0.0418619,317.285,1756.24,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
felixse__FluentTerminal,,csharp,1,49,305,41,266,1201,1063,132,1963,533,1430,49,305,0,266,316,63,1734,57,304,840,88,1430,486,4.49248,2,46,6.40503,2.00376,0,33,0.699417,0,20,1.36949,0.699417,0,39,1.74915,1.19067,1,12,0.165103,5,0.236842,0.236842,16,3,1.08065,0,0,0,0,2,4,0.97561,4,10,6.4878,16,32,0,0,0,6.22449,15,24,5.50752,3,92,2.66528,1,7,49,4.01428,14.5626,27.5108,132.668,1.70054,806.314,0.0442226,325.07,1051.19,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
files-community__Files,,csharp,1,152,899,94,1006,4624,4048,537,7899,1672,6227,152,899,0,1006,1183,502,6296,131,818,3750,467,6227,1027,4.55765,2,64,7.85481,1.66203,0,89,0.810986,0,19,1.62796,0.810986,0,56,2.18741,1.34667,1,11,0.279306,26,0.499006,0.499006,87,3,1.50824,0,0,0,0,2,4,0.978723,3,15,10.7021,22,178,0,0,0,5.91447,13,45,4.62326,2,64,2.18015,1,5,53,3.14496,16.9012,32.6327,167.097,2.45385,1663.1,0.0556991,380.29,2152.65,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
fluentassertions__fluentassertions,,csharp,1,55,722,91,1519,7384,7029,340,5204,386,4818,55,722,0,1519,2372,223,7770,243,2243,12519,160,4818,582,4.85122,3,116,8.71343,0.254115,0,14,1.69542,2,14,1.53842,1.69542,0,2383,39.3553,0.652492,0,8,0.414508,5,0.146807,0.146807,33,3,1.07075,0,0,0,0,2,3,0.802198,1,16,16.6264,41,213,0,0,0,13.1273,32,105,4.87755,3,116,2.69366,3,4,22,1.5014,13.4641,20.0172,80.7606,0.811097,180.653,0.0269202,161.421,286.01,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
fluentmigrator__fluentmigrator,,csharp,1,256,1142,219,1272,7862,7251,610,5556,860,4696,256,1142,0,1272,1564,923,8722,719,2508,9109,523,4696,1755,6.18003,3,84,9.37479,0.676101,0,28,1.15861,1,28,1.30354,1.15861,0,134,5.67593,0.597303,0,13,0.60814,63,0.725629,0.725629,106,8,1.87205,0,0,0,0,2,6,0.986301,2,22,5.80822,14,59,0,0,0,4.46094,10,43,6.18711,3,84,2.65314,2,5,40,2.56439,12.4499,19.8356,82.6587,0.862727,179.914,0.0275529,181.11,256.219,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
focus-creative-games__luban,,csharp,1,110,439,109,449,2872,2749,123,6193,289,5904,110,439,0,449,567,166,3161,266,272,1987,140,5904,2416,6.39644,3,99,7.60925,0.643653,0,25,0.691852,0,15,1.22763,0.691852,0,141,3.40552,2.05571,2,12,0.484429,7,0.36971,0.36971,15,5,1.96364,0,0,0,0,2,3,0.990826,3,38,4.11927,11,21,0,0,0,3.99091,10,20,6.42984,3,99,1.49199,1,3,18,1.75321,10.0793,18.9734,75.543,1.52828,473.775,0.025181,158.123,497.756,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
fullstackhero__blazor-starter-kit,,csharp,1,149,338,203,398,876,737,139,1463,533,930,149,338,0,398,618,84,1409,19,108,441,221,930,243,2.20101,1,24,3.00833,1.3392,0,27,0.503425,0,9,1.11598,0.503425,0,44,2.10647,1.06164,1,7,0.414634,9,0.211055,0.211055,13,3,1.40244,0,0,0,0,2,7,0.990148,3,13,1.96059,4,15,0,0,0,2.26846,5,14,2.20101,1,24,2.15982,2,5,27,2.69356,14.7788,29.0678,144.26,1.57798,638.829,0.0480867,376.472,1246.56,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
fullstackhero__dotnet-starter-kit,,csharp,1,89,304,107,368,747,595,152,1460,241,1219,89,304,0,368,476,91,988,7,129,231,162,1219,263,2.02989,1,25,3.29635,0.654891,0,14,0.309237,0,6,0.742266,0.309237,0,9,0.821047,1.63186,1,14,0.672199,12,0.247283,0.247283,14,3,1.47126,0,0,0,0,2,5,0.962617,3,20,3.43925,7,24,0,0,0,3.41573,7,16,2.02989,1,25,1.74029,0,5,23,3.22133,16.3815,39.3664,215.142,1.41511,480.172,0.0717142,320,998.552,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
gerardog__gsudo,,csharp,1,16,82,13,108,410,376,32,809,255,554,16,82,0,108,141,24,665,32,95,537,204,554,108,3.77778,2,21,4.54674,2.36111,1,24,1.30976,0,15,2.36729,1.30976,1,54,3.20657,1.35122,1,11,0.8,54,0.222222,0.222222,9,2,1.04167,0,0,0,0,2,1,0.846154,0,11,8.30769,15,31,0,0,0,5.125,10,15,3.7963,2,21,2.7878,2,7,23,3.64141,21.0186,42.0612,221.839,3.1512,2067.24,0.0739462,552.911,5155.8,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
gibbed__SteamAchievementManager,,csharp,1,8,56,9,50,149,134,14,419,229,190,8,56,0,50,60,7,378,7,16,153,251,190,20,2.96,1,28,5.45513,4.58,1.5,40,1.02685,1,11,1.36567,1.02685,0,22,2.30245,1.27517,1,3,1.09607,32,0.14,0.14,2,1,1,0,0,0,0,2,2,0.888889,4,4,5.55556,12,12,0,0,0,7,11,11,2.98,1,28,2.79866,1,6,25,3.27893,17.2612,34.0746,162.002,2.96033,1401.43,0.0540006,428.675,2718.62,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
git-ecosystem__git-credential-manager,,csharp,1,57,354,62,519,2192,1944,240,3815,886,2929,57,354,0,519,646,183,3078,77,1516,2755,836,2929,598,4.20809,2,63,5.80471,1.70713,0,48,1.25684,1,14,1.85594,1.25684,0,101,3.96002,1.33622,1,9,0.943567,86,0.352601,0.352601,11,3,1.33333,0,0,0,0,2,3,0.903226,4,7,8.37097,16,129,0,0,0,6.21053,10,65,4.22543,2,63,4.02965,2,11,41,4.89484,19.5046,35.3868,173.1,1.75062,720.325,0.0577,457.967,1231.07,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
glzr-io__glazewm,,csharp,1,52,316,53,318,626,444,179,1252,330,922,52,316,0,318,373,127,956,126,254,574,122,922,609,1.95912,1,52,3.74857,1.03774,0,13,0.916933,0,12,1.60255,0.916933,0,65,3.03117,1.47284,1,8,0.369697,51,0.399371,0.399371,51,2,1.176,0,0,0,0,2,3,0.981132,4,8,5.9434,14,42,0,0,0,6.07692,14,41,1.96855,1,52,2.84505,2,7,64,3.78072,17.8468,33.7117,158.856,3.03847,1077.38,0.0529519,390,2563.89,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
greenshot__greenshot,,csharp,1,78,450,72,477,2499,2185,285,4633,1024,3609,78,450,0,477,560,223,3523,155,418,2604,286,3609,741,5.1782,3,125,9.89376,2.14675,1,39,1.04202,1,28,1.79553,1.04202,0,51,2.27559,1.44418,1,11,0.279297,29,0.467505,0.467505,23,4,1.64677,0,0,0,0,2,4,0.972222,3,11,6.625,14,71,0,0,0,5.76923,12,46,5.25577,3,125,2.95398,2,7,40,3.40513,18.0055,36.7739,187.291,3.22952,2119.15,0.0624304,482.18,3534.84,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
